product_id,product_name,category,sub_category,is_fragile,is_hazmat,requires_cold_chain,stock_qty,avg_rating,tags,launch_date,weight_kg,battery_included,currency,price_inr,specs.dimensions_cm.length,specs.dimensions_cm.width,specs.dimensions_cm.height
PRD-00535,Kaveri Running Shoes Lite,Apparel,Running Shoes,True,False,False,616,4.33,eco,2021-04-21,0.81,,INR,28997.73,132.5,99.4,142.8
PRD-00175,Zenith Mixer Grinder 2024,Home Appliance,Mixer Grinder,False,False,False,558,4.9,eco,2021-09-08,23.79,,INR,105147.96,88.7,66.3,31.3
PRD-00258,Aravind Study Table Lite,Furniture,Study Table,False,False,False,208,,new,2023-01-12,12.19,False,INR,82683.79,57.0,31.0,40.6
PRD-00073,UrbanCraft Smartwatch Classic,Electronics,Smartwatch,True,False,False,788,4.61,fragile-handle,2022-10-26,0.48,True,INR,156160.25,42.0,36.3,15.8
PRD-00513,UrbanCraft T-Shirt Pro,Apparel,T-Shirt,False,False,False,584,3.44,"bestseller, premium",2022-10-01,0.46,,INR,4454.89,64.7,42.1,93.6
PRD-00709,Aravind Motor Assembly Classic,Industrial,Motor Assembly,False,True,False,42,3.91,,2022-03-14,1412.39,True,INR,125193.89,85.9,61.2,81.6
PRD-00525,Zenith Jacket Max,Apparel,Jacket,False,False,False,838,2.98,"premium, new, fragile-handle",2022-03-20,0.69,False,INR,136314.35,34.8,74.4,11.4
PRD-00760,Vayu Textbook Pro,Books,Textbook,False,False,False,786,3.63,,2021-07-12,2.52,False,INR,186249.84,173.9,103.1,66.4
PRD-00808,Zenith Comic Set Pro,Books,Comic Set,False,False,False,850,4.6,"new, bestseller, eco",2021-04-27,3.49,False,INR,105799.79,60.6,78.2,2.6
PRD-00684,Aravind Motor Assembly,Industrial,Motor Assembly,False,True,False,755,4.15,"premium, fragile-handle, bestseller",2020-09-12,877.53,False,INR,144863.45,57.7,77.9,139.1
PRD-00245,UrbanCraft Office Chair,Furniture,Office Chair,True,False,False,467,3.43,"new, eco",2023-01-31,93.32,False,INR,158779.28,73.4,74.6,84.0
PRD-00167,Aravind Vacuum Cleaner Max,Home Appliance,Vacuum Cleaner,True,False,False,858,3.99,,2023-03-16,26.47,,INR,106328.03,157.3,49.6,37.4
PRD-00016,UrbanCraft Laptop Max,Electronics,Laptop,True,False,False,62,4.42,,2020-11-18,2.5,True,INR,83021.17,100.4,38.6,142.3
PRD-00831,UrbanCraft Textbook 2024,Books,Textbook,False,False,False,53,4.35,premium,2023-10-05,1.73,False,INR,86202.72,96.9,52.5,15.4
PRD-00666,Zenith Steel Coil Classic,Industrial,Steel Coil,False,True,False,135,4.02,fragile-handle,2023-07-29,1441.8,False,INR,18111.9,131.2,19.2,67.5
PRD-00433,UrbanCraft Jacket 2024,apparel,Jacket,False,False,False,138,,eco,2020-10-22,0.57,True,INR,49556.42,136.9,101.2,101.5
PRD-00466,Tamira Saree Max,Apparel,Saree,False,False,False,58,3.99,bestseller,2020-11-17,,,INR,181867.03,,,
PRD-00028,Vayu Laptop Lite,Electronics,Laptop,True,False,False,450,4.17,"new, bestseller, premium",2021-11-12,0.59,False,INR,150012.06,172.2,16.1,135.8
PRD-00730,Nexon Generator Unit,Industrial,Generator Unit,True,True,False,279,4.51,"new, bestseller, eco",2021-02-16,920.71,True,INR,22141.34,22.1,107.0,105.5
PRD-00202,Vayu Air Purifier Classic,Home Appliance,Air Purifier,False,False,False,184,2.74,"premium, bestseller, clearance",2021-01-27,26.93,False,INR,177352.53,171.6,98.0,55.0
PRD-00317,UrbanCraft Spice Pack 2024,Groceries,Spice Pack,True,False,False,859,3.79,"fragile-handle, bestseller, clearance",2022-06-03,7.71,False,INR,58293.51,164.6,93.2,75.5
PRD-00534,Tamira Running Shoes 2024,Apparel,Running Shoes,True,False,False,-19,4.03,"premium, new",2022-07-13,0.52,True,INR,106557.25,111.8,46.5,44.7
PRD-00156,Aravind Air Purifier Pro,Home Appliance,Air Purifier,True,False,False,804,4.1,"new, clearance",2021-07-09,18.95,,INR,144365.19,146.4,93.3,10.2
PRD-00033,Zenith Laptop,electronics,Laptop,True,False,False,549,4.31,,2021-04-29,0.43,,INR,179832.26,76.0,73.4,78.8
PRD-00613,Kaveri Insulin Pack,Pharma,Insulin Pack,True,True,False,892,4.26,bestseller,2020-10-22,0.35,False,INR,134762.82,,,
PRD-00042,Tamira Smartwatch 2024,Electronics,Smartwatch,True,False,False,474,4.66,fragile-handle,2022-06-03,2.84,,INR,112197.48,90.6,20.4,86.1
PRD-00727,UrbanCraft Generator Unit Max,Industrial,Generator Unit,False,True,False,431,,clearance,2023-03-05,1570.62,True,INR,132417.8,45.6,65.6,139.7
PRD-00828,UrbanCraft Comic Set Max,Books,Comic Set,False,False,False,186,3.29,new,2022-07-08,3.14,True,INR,112522.14,7.6,80.1,118.5
PRD-00081,Aravind Smartphone Pro,Electronics,Smartphone,True,False,False,352,3.33,new,2022-04-20,1.15,True,INR,36821.47,63.6,44.7,18.5
PRD-00505,Aravind T-Shirt Pro,Apparel,T-Shirt,False,False,False,766,2.97,"fragile-handle, premium",2023-08-06,,,INR,184181.15,,,
PRD-00642,Meridian Generator Unit Max,Industrial,Generator Unit,False,True,False,599,4.59,new,2023-07-31,1106.33,False,INR,173139.91,79.7,47.9,98.1
PRD-00315,Kaveri Spice Pack Pro,Groceries,Spice Pack,False,False,False,37,2.59,new,2022-07-22,19.77,False,INR,100314.22,17.5,10.5,7.3
PRD-00375,UrbanCraft Spice Pack Max,Groceries,Spice Pack,True,False,False,464,2.89,"clearance, eco",2023-08-28,2.36,False,INR,154022.56,26.4,69.2,68.4
PRD-00200,Tamira Vacuum Cleaner Pro,Home Appliance,Vacuum Cleaner,True,False,False,339,3.71,"bestseller, new",2021-12-21,29.18,False,INR,75117.53,136.0,89.7,30.0
PRD-00006,UrbanCraft Tablet,Electronics,Tablet,True,False,False,117,4.94,"bestseller, clearance",2021-10-14,1.27,False,INR,1905.14,109.4,105.0,58.1
PRD-00785,Meridian Novel Pro,Books,Novel,True,False,False,337,2.72,,2022-11-04,1.03,,INR,18855.52,153.7,83.2,117.4
PRD-00332,UrbanCraft Dry Fruits Pro,Groceries,Dry Fruits,False,False,False,217,3.62,clearance,2023-07-18,8.2,True,INR,40424.79,38.7,86.5,90.7
PRD-00716,Tamira Steel Coil 2024,Industrial,Steel Coil,False,True,False,886,3.95,fragile-handle,2023-02-08,3727.08,False,INR,140672.46,,,
PRD-00283,Vayu Study Table Pro,Furniture,Study Table,False,False,False,199,2.79,"bestseller, new",2022-07-21,26.73 kg,False,INR,168234.89,86.9,50.0,144.9
PRD-00733,Nexon Steel Coil 2024,Industrial,Steel Coil,False,True,False,70,4.17,"bestseller, fragile-handle",2020-11-17,4168.34,True,INR,174524.5,89.0,47.1,2.6
PRD-00355,Meridian Cooking Oil,Groceries,Cooking Oil,False,False,False,880,3.39,,2021-10-08,9.73,False,INR,18954.07,141.6,92.6,133.0
PRD-00143,Vayu Air Purifier Lite,Home Appliance,Air Purifier,False,False,False,105,4.76,"new, clearance",2023-10-24,,,INR,49364.65,,,
PRD-00531,Meridian Running Shoes,Apparel,Running Shoes,False,False,False,300,3.68,"new, premium, clearance",2023-11-26,0.82,True,INR,103312.75,126.8,17.8,6.5
PRD-00430,Vayu Running Shoes Classic,Apparel,Running Shoes,False,False,False,415,4.92,"eco, bestseller",2021-01-22,,,INR,188496.08,,,
PRD-00310,Kaveri Office Chair 2024,Furniture,Office Chair,False,False,False,477,4.84,"eco, fragile-handle, bestseller",2022-08-16,109.16,True,INR,33389.14,84.1,64.5,132.8
PRD-00522,Kaveri Running Shoes Pro,Apparel,Running Shoes,False,False,False,78,4.03,new,2023-07-27,1.13,,INR,154814.09,168.7,16.0,124.8
PRD-00784,Vayu Novel 2024,Books,Novel,False,False,False,734,,bestseller,2020-12-23,2.15,False,INR,179779.66,17.3,14.7,36.6
PRD-00587,Meridian Vaccine Box Classic,Pharma,Vaccine Box,True,True,False,107,3.88,"bestseller, eco",2022-09-22,3.58,,INR,111443.31,177.3,11.4,15.5
PRD-00632,Nexon Insulin Pack,Pharma,Insulin Pack,True,True,False,384,3.09,"premium, fragile-handle",2022-07-09,2.43,False,INR,140920.66,49.1,90.0,88.6
PRD-00477,Kaveri Running Shoes,Apparel,Running Shoes,False,False,False,135,2.74,"eco, fragile-handle, premium",2020-01-12,0.61,,INR,13831.51,39.0,116.8,133.9
PRD-00294,Nexon Study Table,Furniture,Study Table,True,False,False,445,4.44,premium,2023-09-09,73.11,False,INR,91375.26,47.3,78.1,10.2
PRD-00082,Kaveri Smartwatch Pro,Electronics,Smartwatch,True,False,False,90,4.3,,2021-02-05,1.04,False,INR,102226.09,17.0,99.5,5.2
PRD-00027,Kaveri Laptop Lite,Electronics,Laptop,True,False,False,165,3.46,,2023-08-10,2.0,True,INR,51361.65,154.3,32.1,141.2
PRD-00101,Zenith Tablet Max,Electronics,Tablet,False,False,False,534,4.47,bestseller,2023-04-02,1.69,True,INR,139710.87,117.6,64.8,143.9
PRD-00058,Tamira Smartphone Max,Electronics,Smartphone,False,False,False,414,4.3,,2022-07-24,,,INR,162979.27,,,
PRD-00192,Tamira Mixer Grinder 2024,Home Appliance,Mixer Grinder,False,False,False,771,4.65,"premium, fragile-handle",2023-05-01,17.69,False,INR,46315.28,65.8,26.9,55.7
PRD-00235,Meridian Office Chair Lite,Furniture,Office Chair,False,False,False,720,3.28,"clearance, fragile-handle, eco",2021-01-05,94.41,False,INR,124352.26,67.5,68.1,69.9
PRD-00775,Aravind Novel Pro,Books,Novel,True,False,False,595,3.11,"clearance, new, bestseller",2023-02-02,1.42,False,INR,75534.94,23.2,37.4,46.1
PRD-00756,UrbanCraft Novel Pro,Books,Novel,False,False,False,854,4.64,"premium, bestseller, clearance",2023-05-13,0.94,True,INR,166335.45,179.3,35.7,34.2
PRD-00385,Kaveri Dry Fruits Max,Groceries,Dry Fruits,False,False,False,739,2.63,"bestseller, premium",2021-11-14,19.31,,INR,138485.1,127.5,72.3,4.6
PRD-00803,Aravind Comic Set Pro,Books,Comic Set,False,False,False,567,3.8,,2021-12-11,2.4,False,INR,37604.28,118.2,41.6,42.7
PRD-00793,Nexon Novel Classic,Books,Novel,True,False,False,195,4.86,"eco, premium",2023-04-28,3.26,,INR,71535.98,53.6,8.7,82.4
PRD-00467,Vayu T-Shirt Lite,Apparel,T-Shirt,False,False,False,581,3.47,"fragile-handle, bestseller",2023-07-03,0.79,,INR,52608.04,80.2,45.3,49.9
PRD-00438,Kaveri Jacket Lite,Apparel,Jacket,False,False,False,732,4.11,"premium, new, eco",2021-10-24,1.0,,INR,49084.38,95.8,12.8,134.2
PRD-00742,Nexon Steel Coil,Industrial,Steel Coil,True,True,False,67,,"new, bestseller",2023-06-16,,,INR,137984.71,,,
PRD-00459,Kaveri T-Shirt Pro,Apparel,T-Shirt,False,False,False,652,4.07,bestseller,2023-06-08,1.23,False,INR,164398.58,94.3,114.0,134.7
PRD-00579,Zenith Medical Kit Max,Pharma,Medical Kit,True,True,False,-5,4.11,"eco, clearance, premium",2023-04-13,2.32,True,INR,180793.83,167.2,13.9,82.0
PRD-00259,Nexon Study Table Classic,furniture,Study Table,True,False,False,877,4.13,"fragile-handle, eco, premium",2023-06-02,119.67,False,INR,148990.19,54.7,47.6,21.3
PRD-00583,Tamira Vaccine Box 2024,Pharma,Vaccine Box,True,True,False,364,3.38,"fragile-handle, new",2020-09-29,0.51,False,INR,127646.42,35.9,52.8,49.8
PRD-00242,Nexon Office Chair Classic,Furniture,Office Chair,False,False,False,51,,"fragile-handle, premium, new",2023-04-20,107.54,True,INR,114643.95,62.5,38.7,52.5
PRD-00502,Tamira Saree Pro,Apparel,Saree,False,False,False,79,3.1,,2022-07-31,0.79,,INR,173075.18,,,
PRD-00254,Aravind Study Table Classic,Furniture,Study Table,False,False,False,729,3.83,eco,2022-11-10,55.76,,INR,103173.78,37.7,21.3,102.3
PRD-00499,Meridian Saree Classic,Apparel,Saree,True,False,False,725,4.11,"clearance, bestseller, premium",2022-11-11,1.81,False,INR,71756.81,12.5,90.4,113.5
PRD-00121,Tamira Vacuum Cleaner Pro,Home Appliance,Vacuum Cleaner,True,False,False,346,,"premium, new, clearance",2020-09-20,20.77,True,INR,120447.66,137.0,93.5,117.7
PRD-00514,Meridian Saree Classic,Apparel,Saree,False,False,False,178,4.89,"premium, new",2022-05-19,,,INR,145947.24,,,
PRD-00094,Nexon Smartphone Classic,Electronics,Smartphone,False,False,False,315,2.51,fragile-handle,2023-07-21,2.91,False,INR,14229.58,164.9,12.9,110.8
PRD-00214,Nexon Bookshelf Max,Furniture,Bookshelf,True,False,False,378,4.13,"premium, fragile-handle",2023-11-12,66.21,False,INR,98625.49,156.7,56.1,93.4
PRD-00144,Aravind Mixer Grinder,Home Appliance,Mixer Grinder,True,False,False,811,4.51,clearance,2022-06-02,36490.0,True,INR,154848.0,23.6,10.7,89.4
PRD-00537,Nexon Jacket Max,Apparel,Jacket,False,False,False,128,3.22,"bestseller, fragile-handle",2022-06-02,1.1,True,INR,25145.5,27.3,40.6,47.9
PRD-00284,Kaveri Study Table,Furniture,Study Table,True,False,False,829,2.64,"new, fragile-handle, premium",2021-02-19,54.99,False,INR,55739.34,93.9,96.4,146.2
PRD-00631,Tamira Insulin Pack Pro,Pharma,Insulin Pack,False,True,False,701,4.65,"eco, new",2020-11-15,0.58,True,INR,31260.39,130.4,25.2,34.4
PRD-00142,Nexon Vacuum Cleaner Classic,Home Appliance,Vacuum Cleaner,True,False,False,580,3.89,"bestseller, premium, fragile-handle",2023-06-01,35.67,,INR,112244.6,171.6,101.4,138.0
PRD-00796,Vayu Textbook 2024,Books,Textbook,False,False,False,145,2.96,,2023-09-09,1.13,True,INR,58384.97,68.9,97.9,77.3
PRD-00437,UrbanCraft T-Shirt Lite,apparel,T-Shirt,True,False,False,430,4.84,"premium, new, eco",2022-05-27,0.64,,INR,147014.32,110.2,48.6,40.0
PRD-00065,Vayu Tablet Classic,Electronics,Tablet,True,False,False,322,3.4,"bestseller, premium",2022-05-24,0.53,True,INR,81571.21,93.2,57.5,7.5
PRD-00132,Kaveri Air Purifier Max,Home Appliance,Air Purifier,False,False,False,480,4.53,,2023-07-02,17440.0,,INR,124909.81,57.7,27.8,137.8
PRD-00761,Kaveri Textbook Pro,Books,Textbook,False,False,False,94,3.5,"new, clearance, bestseller",2022-06-12,2.8,True,INR,141358.54,24.8,75.7,124.3
PRD-00350,Vayu Rice Bag Max,groceries,Rice Bag,False,False,False,9,2.7,,2022-03-21,3.8,False,INR,85363.0,29.1,71.3,21.8
PRD-00496,UrbanCraft Running Shoes Pro,Apparel,Running Shoes,True,False,False,44,2.59,"new, eco",2021-03-21,0.64,,INR,174724.53,125.8,104.9,121.2
PRD-00316,Aravind Dry Fruits Max,Groceries,Dry Fruits,False,False,False,819,3.36,"bestseller, clearance, premium",2022-04-24,20.71,True,INR,142420.1,113.0,69.2,122.8
PRD-00187,Aravind Vacuum Cleaner 2024,Home Appliance,Vacuum Cleaner,True,False,False,310,4.18,premium,2021-08-20,32.93 kg,True,INR,38293.09,96.3,18.8,19.9
PRD-00051,Vayu Headphones Classic,Electronics,Headphones,True,False,False,303,4.24,"premium, new",2021-09-02,1.06,False,INR,72594.24,121.4,105.9,19.9
PRD-00271,Kaveri Recliner 2024,Furniture,Recliner,False,False,False,115,4.91,"premium, bestseller",2023-07-16,117.93,False,INR,111766.8,111.6,51.0,114.8
PRD-00581,Vayu Vaccine Box,Pharma,Vaccine Box,True,True,False,97,3.12,bestseller,2020-09-22,0.42,False,INR,168624.97,171.5,5.0,118.9
PRD-00134,Zenith Air Purifier Classic,Home Appliance,Air Purifier,True,False,False,836,4.16,"eco, premium, new",2022-02-27,19.7,True,INR,142287.03,141.0,6.2,122.3
PRD-00495,Vayu Saree Lite,Apparel,Saree,True,False,False,758,3.35,"fragile-handle, eco",2023-10-22,1.88,True,INR,24306.56,156.9,73.2,77.5
PRD-00520,Vayu T-Shirt 2024,Apparel,T-Shirt,False,False,False,788,3.75,premium,2022-04-01,0.69,,INR,105619.75,48.1,50.3,70.2
PRD-00791,Zenith Comic Set Max,Books,Comic Set,False,False,False,620,3.72,,2021-03-03,1.0,False,INR,26279.03,136.0,100.2,81.8
PRD-00341,Zenith Dry Fruits Classic,Groceries,Dry Fruits,False,False,False,662,4.03,"premium, new, bestseller",2023-03-26,20.76,,INR,32824.49,70.0,22.9,120.8
PRD-00744,Nexon Comic Set Pro,Books,Comic Set,True,False,False,534,4.6,fragile-handle,2023-08-21,0.59,False,INR,43982.97,140.6,74.2,146.0
PRD-00729,Kaveri Generator Unit 2024,Industrial,Generator Unit,False,True,False,215,4.82,premium,2022-09-02,4388.83,True,INR,46579.95,50.1,105.7,65.7
PRD-00322,Tamira Spice Pack Lite,Groceries,Spice Pack,False,False,False,722,4.0,"bestseller, clearance, eco",2023-02-12,23.72,,INR,60125.61,97.8,93.6,117.7
PRD-00564,Zenith Vaccine Box,Pharma,Vaccine Box,True,True,False,76,4.36,"new, eco",2021-09-23,1.82 kg,False,INR,54454.99,9.1,34.3,30.8
PRD-00638,Vayu Medical Kit Max,Pharma,Medical Kit,False,True,False,782,2.93,,2021-08-26,3.5,True,INR,14796.93,161.1,33.4,74.1
PRD-00086,Kaveri Tablet Lite,electronics,Tablet,True,False,False,80,4.22,"fragile-handle, premium",2021-01-25,1.7,False,INR,157139.74,8.4,6.2,3.5
PRD-00406,Kaveri Cooking Oil Lite,groceries,Cooking Oil,False,False,False,354,4.78,bestseller,2021-09-01,15.75,False,INR,177837.85,104.8,19.1,112.1
PRD-00374,Meridian Cooking Oil Classic,Groceries,Cooking Oil,True,False,False,21,4.52,,2023-04-30,1.7,,INR,111434.08,5.9,11.5,79.8
PRD-00068,Meridian Smartphone,Electronics,Smartphone,False,False,False,689,3.93,clearance,2022-10-24,1.79,False,INR,180253.96,141.4,8.9,131.7
PRD-00100,Nexon Laptop Classic,Electronics,Laptop,True,False,False,520,4.36,"fragile-handle, bestseller, premium",2022-08-18,2.98,,INR,76892.69,121.3,46.5,123.2
PRD-00361,Nexon Cooking Oil Max,groceries,Cooking Oil,False,False,False,495,3.34,"new, premium",2021-10-27,6.3,False,INR,51345.02,113.3,78.4,21.7
PRD-00131,Aravind Air Purifier Max,Home Appliance,Air Purifier,False,False,False,842,2.98,clearance,2022-03-12,26.91,False,INR,148874.72,121.8,83.8,87.9
PRD-00005,Aravind Tablet 2024,Electronics,Tablet,True,False,False,618,2.97,fragile-handle,2023-05-03,1.31,False,INR,11591.58,26.6,54.8,22.9
PRD-00135,Aravind Air Purifier,home appliance,Air Purifier,True,False,False,278,4.95,"new, premium, eco",2021-11-09,4.28,False,INR,20037.11,70.4,79.5,7.8
PRD-00571,Meridian Vaccine Box 2024,Pharma,Vaccine Box,True,True,False,259,3.11,fragile-handle,2021-12-28,3.13,,INR,104601.69,125.0,103.7,88.0
PRD-00354,Nexon Spice Pack 2024,Groceries,Spice Pack,True,False,False,314,3.35,"fragile-handle, new",2022-01-26,24.88,False,INR,136429.92,58.0,15.7,61.7
PRD-00382,Kaveri Dry Fruits Classic,Groceries,Dry Fruits,False,False,False,36,2.91,"new, fragile-handle",2022-09-14,18.19,,INR,93985.6,48.9,49.7,131.3
PRD-00163,Vayu Mixer Grinder Max,Home Appliance,Mixer Grinder,False,False,False,141,3.52,,2020-09-29,7.18,False,INR,77058.49,,,
PRD-00585,Nexon Medical Kit Max,Pharma,Medical Kit,True,True,False,50,4.98,"new, clearance",2021-06-15,2.25,,INR,130113.13,39.1,34.3,97.9
PRD-00198,Aravind Air Purifier Lite,Home Appliance,Air Purifier,False,False,False,754,3.01,premium,2022-04-30,40.04,,INR,95875.59,57.2,31.4,60.4
PRD-00655,Aravind Generator Unit,Industrial,Generator Unit,False,True,False,132,2.99,new,2023-04-24,3351.13,False,INR,184524.68,162.7,58.5,119.3
PRD-00567,UrbanCraft Medical Kit,Pharma,Medical Kit,False,True,True,232,3.89,bestseller,2022-10-30,1.54,,INR,126478.16,64.7,61.5,27.6
PRD-00418,Vayu Saree Classic,Apparel,Saree,True,False,False,381,2.72,clearance,2022-08-28,1.93,False,INR,114535.04,49.8,102.2,88.5
PRD-00474,Vayu Jacket 2024,Apparel,Jacket,False,False,False,262,3.43,"premium, eco",2023-06-23,0.5,,INR,89928.67,89.2,43.9,8.5
PRD-00668,Kaveri Generator Unit,Industrial,Generator Unit,False,True,False,335,2.78,fragile-handle,2023-06-05,752.74,,INR,26516.19,169.4,94.3,146.8
PRD-00536,Aravind Saree,Apparel,Saree,True,False,False,68,3.92,"premium, new, fragile-handle",2022-08-30,0.66,False,INR,15310.18,107.5,69.0,61.4
PRD-00297,Meridian Bookshelf Lite,Furniture,Bookshelf,False,False,False,817,4.79,,2021-03-25,112.01,True,INR,54332.38,52.9,41.9,47.2
PRD-00804,Nexon Novel Lite,Books,Novel,False,False,False,483,4.63,"new, premium",2023-02-11,3.54,True,INR,9063.2,,,
PRD-00752,Tamira Comic Set Classic,Books,Comic Set,True,False,False,308,4.07,"bestseller, clearance",2021-10-05,1.67,,INR,63878.32,18.4,89.1,98.2
PRD-00821,Nexon Comic Set 2024,Books,Comic Set,False,False,False,801,4.71,,2023-10-07,1.29,True,INR,90976.77,170.7,51.4,96.2
PRD-00577,Nexon Insulin Pack 2024,Pharma,Insulin Pack,False,True,False,827,3.48,"premium, new, eco",2023-02-11,0.35,,INR,68190.8,66.5,116.1,101.2
PRD-00636,Zenith Medical Kit,Pharma,Medical Kit,False,True,True,509,3.73,"clearance, eco",2023-11-17,1.81,,INR,124804.73,10.8,97.6,71.2
PRD-00572,Tamira Vaccine Box Lite,Pharma,Vaccine Box,True,True,False,253,3.84,premium,2021-10-06,,,INR,148805.1,,,
PRD-00004,Aravind Smartphone Max,Electronics,Smartphone,True,False,False,561,4.64,clearance,2022-12-03,2.21,True,INR,188846.3,142.0,47.5,47.4
PRD-00620,Meridian Vaccine Box Max,Pharma,Vaccine Box,True,True,False,246,3.7,eco,2023-11-14,4.32,True,INR,44866.79,100.9,32.0,95.9
PRD-00233,Tamira Recliner Classic,Furniture,Recliner,False,False,False,646,3.66,new,2023-07-30,77.58,True,INR,151373.89,58.6,82.1,48.2
PRD-00402,Zenith Dry Fruits 2024,Groceries,Dry Fruits,False,False,False,78,3.1,"premium, clearance, fragile-handle",2022-01-25,17.59,,INR,33197.77,,,
PRD-00677,UrbanCraft Steel Coil 2024,Industrial,Steel Coil,False,True,False,700,2.97,clearance,2023-11-07,4242.92,,INR,96036.08,156.6,36.0,22.3
PRD-00301,Meridian Study Table Max,Furniture,Study Table,False,False,False,383,3.56,"bestseller, clearance",2023-01-30,53.79,True,INR,84298.24,159.6,66.8,71.9
PRD-00621,Vayu Medical Kit Max,Pharma,Medical Kit,True,True,True,300,3.86,new,2023-08-17,0.91,,INR,84238.36,22.2,46.0,29.1
PRD-00393,Vayu Spice Pack Max,Groceries,Spice Pack,False,False,False,696,3.67,eco,2021-07-22,14.94,,INR,1328.62,20.9,25.7,86.7
PRD-00118,Aravind Mixer Grinder Max,Home Appliance,Mixer Grinder,True,False,False,622,2.63,"new, bestseller, fragile-handle",2023-01-15,6.48,False,INR,20094.41,93.5,90.8,86.7
PRD-00434,Kaveri Running Shoes 2024,Apparel,Running Shoes,False,False,False,405,3.67,bestseller,2023-12-08,1.38,True,INR,104947.17,38.7,109.2,145.3
PRD-00379,Vayu Spice Pack,Groceries,Spice Pack,False,False,False,789,4.71,,2022-08-06,12.32,True,INR,114924.03,172.8,100.0,97.5
PRD-00532,Nexon Saree Classic,Apparel,Saree,True,False,False,388,,"new, eco, premium",2021-11-05,1.17,,INR,181691.65,167.1,37.1,6.9
PRD-00476,Vayu Jacket Classic,Apparel,Jacket,True,False,False,801,4.56,"fragile-handle, clearance",2022-08-03,1.37,True,INR,32970.59,88.1,10.4,66.0
PRD-00494,Kaveri Saree Classic,Apparel,Saree,True,False,False,806,4.9,"fragile-handle, eco",2021-08-25,950.0,False,INR,100930.1,141.4,61.3,149.2
PRD-00128,Aravind Vacuum Cleaner Lite,Home Appliance,Vacuum Cleaner,True,False,False,379,3.81,,2020-11-01,41.89,True,INR,113728.06,22.0,63.6,93.6
PRD-00713,Aravind Generator Unit Lite,Industrial,Generator Unit,False,True,False,661,4.83,clearance,2023-04-22,3730.87,False,INR,135618.13,153.8,39.9,10.6
PRD-00500,Nexon Running Shoes 2024,Apparel,Running Shoes,False,False,False,448,3.71,"clearance, eco, premium",2022-05-15,1.75,,INR,164216.88,126.6,104.3,108.7
PRD-00193,Zenith Vacuum Cleaner Max,Home Appliance,Vacuum Cleaner,True,False,False,553,2.98,premium,2023-09-20,44.92,True,INR,136702.58,151.0,67.4,73.7
PRD-00660,Tamira Steel Coil Max,Industrial,Steel Coil,False,True,False,788,2.67,clearance,2021-04-06,3620.73,,INR,159957.06,44.4,57.0,114.0
PRD-00755,Nexon Novel 2024,Books,Novel,True,False,False,877,4.76,"eco, bestseller",2023-01-11,2.47,,INR,133861.34,85.4,37.8,3.0
PRD-00116,Tamira Vacuum Cleaner Max,Home Appliance,Vacuum Cleaner,True,False,False,851,3.52,"fragile-handle, bestseller",2020-09-23,39.35,False,INR,158842.19,8.1,51.7,100.8
PRD-00136,Meridian Mixer Grinder Pro,Home Appliance,Mixer Grinder,True,False,False,30,4.02,"premium, fragile-handle",2021-11-15,36.9,,INR,110960.98,167.4,95.1,121.9
PRD-00177,Tamira Microwave,Home Appliance,Microwave,False,False,False,696,2.84,"eco, new",2023-01-20,16.67,,INR,132309.09,138.1,36.6,146.9
PRD-00422,Nexon Jacket,Apparel,Jacket,False,False,False,152,4.83,"fragile-handle, bestseller",2020-09-12,1.18,False,INR,81873.67,79.1,53.2,95.7
PRD-00460,Meridian T-Shirt Lite,Apparel,T-Shirt,False,False,False,784,4.64,,2020-08-10,0.53,False,INR,142887.11,154.3,101.3,79.5
PRD-00774,Tamira Novel 2024,Books,Novel,False,False,False,598,4.49,"clearance, premium, eco",2022-01-18,2.72,True,INR,89570.12,135.0,52.1,145.0
PRD-00146,Vayu Microwave Classic,Home Appliance,Microwave,False,False,False,631,3.64,premium,2021-11-27,36.0,False,INR,22488.19,92.1,64.1,140.6
PRD-00728,Vayu Generator Unit 2024,Industrial,Generator Unit,True,True,False,659,4.64,,2022-01-01,3328.18,,INR,42099.59,129.5,66.8,71.3
PRD-00373,Tamira Rice Bag Max,Groceries,Rice Bag,False,False,False,192,2.82,new,2022-04-29,7.67,,INR,150471.82,59.8,112.3,25.8
PRD-00425,Nexon T-Shirt Max,Apparel,T-Shirt,False,False,False,537,3.41,,2022-01-18,1.07,,INR,36063.82,13.3,53.4,74.9
PRD-00045,Zenith Smartwatch Lite,Electronics,Smartwatch,True,False,False,47,2.96,eco,2022-07-09,2.68,False,INR,108040.49,90.2,114.5,3.3
PRD-00797,UrbanCraft Textbook Classic,Books,Textbook,False,False,False,844,4.62,"eco, premium, fragile-handle",2021-10-13,2770.0,,INR,157774.48,81.0,22.2,126.5
PRD-00216,UrbanCraft Bookshelf Classic,Furniture,Bookshelf,False,False,False,899,3.97,,2023-09-21,96.95,False,INR,104385.12,89.3,94.6,100.7
PRD-00080,Kaveri Smartwatch 2024,Electronics,Smartwatch,False,False,False,695,3.47,eco,2022-03-27,0.49,False,INR,178698.33,90.2,10.4,11.6
PRD-00203,Meridian Microwave,Home Appliance,Microwave,True,False,False,855,4.13,"premium, eco, new",2023-09-13,4.92,True,INR,169756.48,49.4,36.0,77.2
PRD-00403,UrbanCraft Spice Pack Classic,Groceries,Spice Pack,True,False,False,241,3.22,bestseller,2020-10-12,1.42,False,INR,72039.06,158.8,72.9,136.2
